0,zip_code,CAD Number,Response_Date,Call Date,Initial Problem Type,Final Problem Type,Block Address,Time PhonePickUp,Time First Unit Arrived,delta,minutes
"1701 E 11th St, Austin, TX 78702, USA",78702,142041146,2014-07-23 15:20:20,07/23/2014,TRAFFIC STOP,TRAFFIC STOP,1701-1700 Block E 11TH ST,2014-07-23 15:20:20.000,2014-07-23 15:20:20.000,0 days 00:00:00.000000000,0.0
"2200 S 3rd St, Austin, TX 78704, USA",78704,160200890,2016-01-20 13:37:44,01/20/2016,Alarm Burglar,xFALSE BURGLAR ALARM,2200 Block S 3rd St,2016-01-20 13:36:46.000,2016-01-20 13:45:24.000,0 days 00:08:38.000000000,8.63333333333
"7800 San Felipe Blvd, Austin, TX 78729, USA",7800 ,162301509,2016-08-17 21:11:04,08/17/2016,Check Welfare Urgent,xEDP INTERVENTION,7800 Block San Felipe Blvd,2016-08-17 21:10:04.000,2016-08-17 21:17:31.000,0 days 00:07:27.000000000,7.45
"3300 W Slaughter Ln, Austin, TX 78748, USA",78748,172640387,2017-09-21 08:34:11,09/21/2017,Crash Service,Crash Urgent,3300 Block W Slaughter Ln,2017-09-21 08:33:27.000,2017-09-21 09:03:58.427,0 days 00:30:31.427000000,30.5166666667
"2000 E Riverside Dr, Austin, TX 78741, USA",78741,130211227,2013-01-21 17:24:37,01/21/2013,Suspicious Person,xCRIMINAL TRESPASS,2000 Block E Riverside Dr,2013-01-21 17:24:24.000,2013-01-21 17:27:48.000,0 days 00:03:24.000000000,3.4
"7900 Thaxton Rd, Austin, TX 78747, USA",78747,160742025,2016-03-14 22:04:10,03/14/2016,Trespass Urgent,Trespass Urgent,7900 Block Thaxton Rd,2016-03-14 22:03:25.000,2016-03-14 22:11:22.000,0 days 00:07:57.000000000,7.95
"6601 Cameron Rd, Austin, TX 78752, USA",78752,160870408,2016-03-27 06:24:45,03/27/2016,Disturbance Other,Disturbance Other,6601-6700 Block Cameron Rd,2016-03-27 06:22:56.000,2016-03-27 06:33:39.000,0 days 00:10:43.000000000,10.7166666667
"6600 Beauford Dr, Austin, TX 78750, USA",78750,171900135,2017-07-09 01:37:25,07/09/2017,Gun HS,xAGG ASSAULT,6600 Block Beauford Dr,2017-07-09 01:36:29.000,2017-07-09 01:47:25.520,0 days 00:10:56.520000000,10.9333333333
"1200 W Rundberg Ln, Austin, TX 78758, USA",78758,153530219,2015-12-19 02:14:26,12/19/2015,xASSAULT WITH INJURY,xASSAULT WITH INJURY,1200 Block W Rundberg Ln,2015-12-19 02:14:26.000,2015-12-19 02:14:34.000,0 days 00:00:08.000000000,0.133333333333
"800 W Annie St, Austin, TX 78704, USA",78704,152850465,2015-10-12 08:55:40,10/12/2015,Suspicious Person,Suspicious Person,800 Block W Annie St,2015-10-12 08:54:13.000,2015-10-12 09:10:03.000,0 days 00:15:50.000000000,15.8333333333
"5000 Nuckols Crossing Rd, Austin, TX 78744, USA",78744,170830807,2017-03-24 11:39:24,03/24/2017,Robbery Urgent,xTHEFT,5000 Block Nuckols Crossing Rd,2017-03-24 11:39:07.000,2017-03-24 11:46:24.600,0 days 00:07:17.600000000,7.28333333333
"Barton Springs Pool South Gate, 900-, 1076 Robert E Lee Rd, Austin, TX 78704, United States",78704,121961059,2012-07-14 14:26:44,07/14/2012,Check Welfare Service,Check Welfare Service,Barton Springs Rd / Robert E Lee Rd,2012-07-14 14:25:15.000,2012-07-14 14:45:39.000,0 days 00:20:24.000000000,20.4
"9900 N Lamar Blvd, Austin, TX 78753, USA",78753,121272085,2012-05-06 22:44:00,05/06/2012,Animal Urgent,Animal Urgent,9900 Block N Lamar Blvd,2012-05-06 22:43:17.000,2012-05-06 22:48:57.000,0 days 00:05:40.000000000,5.66666666667
"13000 Pond Springs Rd, Austin, TX 78729, USA",78729,121542007,2012-06-02 22:37:18,06/02/2012,Alarm Robbery,xASSIST COMPLAINANT,13000 Block Pond Springs Rd,2012-06-02 22:36:40.000,2012-06-02 22:39:25.000,0 days 00:02:45.000000000,2.75
"600 Red River St, Austin, TX 78701, USA",78701,130031559,2013-01-03 21:34:36,01/03/2013,Traffic Stop,Traffic Stop,600 Block RED RIVER ST,2013-01-03 21:34:36.000,2013-01-03 21:34:36.000,0 days 00:00:00.000000000,0.0
"5800 Ainez Dr, Austin, TX 78744, USA",78744,123352355,2012-11-30 23:48:26,11/30/2012,On Site Incident,On Site Incident,5800 Block AINEZ DR,2012-11-30 23:48:26.000,2012-11-30 23:48:26.000,0 days 00:00:00.000000000,0.0
"4500 Frontier Trail, Austin, TX 78745, USA",78745,132601697,2013-09-17 20:45:32,09/17/2013,Suspicious Person,Suspicious Person,4500 Block Frontier Trl,2013-09-17 20:44:59.000,2013-09-17 20:50:55.000,0 days 00:05:56.000000000,5.93333333333
"2300 East Side Dr, Austin, TX 78704, USA",78704,130680386,2013-03-09 03:11:46,03/09/2013,Service,Service,2300 Block EAST SIDE DR,2013-03-09 03:09:00.000,2013-03-09 04:15:28.000,0 days 01:06:28.000000000,66.4666666667
"6500 Champion Grandview Way, Austin, TX 78750, USA",78750,142160478,2014-08-04 08:09:25,08/04/2014,Alarm Burglar,xFALSE BURGLAR ALARM,6500 Block Champion Grandview Way,2014-08-04 08:09:14.000,2014-08-04 08:25:19.000,0 days 00:16:05.000000000,16.0833333333
"1800 Rabb Rd, Austin, TX 78704, USA",78704,150910709,2015-04-01 10:38:52,04/01/2015,Alarm Burglar,xFALSE BURGLAR ALARM,1800 Block Rabb Rd,2015-04-01 10:38:34.000,2015-04-01 11:13:14.000,0 days 00:34:40.000000000,34.6666666667
"1100 August Dr, Austin, TX 78753, USA",78753,151071656,2015-04-17 20:09:27,04/17/2015,Disturbance Service,Disturbance Service,1100 Block August Dr,2015-04-17 20:08:13.000,2015-04-17 20:44:19.000,0 days 00:36:06.000000000,36.1
"4200 Speedway, Austin, TX 78751, USA",78751,172610592,2017-09-18 10:54:06,09/18/2017,Sex Crime Service,xASSIST COMPLAINANT,4200 Block Speedway,2017-09-18 10:49:05.000,2017-09-18 12:03:56.350,0 days 01:14:51.350000000,74.85
"2000 E 13th St, Austin, TX 78702, USA",78702,121990105,2012-07-17 01:06:25,07/17/2012,Check Welfare Urgent,xASSIST EMS,2000 Block E 13TH ST,2012-07-17 01:04:43.000,2012-07-17 01:11:10.000,0 days 00:06:27.000000000,6.45
"3400 Pickle Dr, Austin, TX 78702, USA",78702,130510184,2013-02-20 02:47:46,02/20/2013,On Site Incident,xPOSS MARIJUANA,3400 Block PICKLE DR,2013-02-20 02:47:46.000,2013-02-20 02:47:46.000,0 days 00:00:00.000000000,0.0
"5358 Manchaca Rd, Austin, TX 78745, USA",78745,132840052,2013-10-11 00:31:34,10/11/2013,Traffic Stop,xDWLI DRIVING W/ LICENSE INVAL,5358-5400 Block MANCHACA RD,2013-10-11 00:31:34.000,2013-10-11 00:31:34.000,0 days 00:00:00.000000000,0.0
"1200 Fieldcrest Dr, Austin, TX 78704, USA",78704,141541041,2014-06-03 13:59:48,06/03/2014,Burglary Urgent,xBURGLARY OF RESIDENCE,1200 Block Fieldcrest Dr,2014-06-03 13:59:24.000,2014-06-03 14:05:22.000,0 days 00:05:58.000000000,5.96666666667
"Co Rd 183, Austin, TX 78717, USA",78717,152820352,2015-10-09 06:35:01,10/09/2015,Working Traffic,Working Traffic,N US HWY 183,2015-10-09 06:35:01.000,2015-10-09 06:35:02.000,0 days 00:00:01.000000000,0.0166666666667
"9800 N Lamar Blvd, Austin, TX 78753, USA",78753,170140660,2017-01-14 11:48:46,01/14/2017,TRAFFIC STOP,TRAFFIC STOP,9800-10000 Block N LAMAR BLVD,2017-01-14 11:48:46.000,2017-01-14 11:48:47.000,0 days 00:00:01.000000000,0.0166666666667
"3800 E 12th St, Austin, TX 78721, USA",78721,121730668,2012-06-21 10:15:25,06/21/2012,Directed Patrol,Directed Patrol,3800 Block E 12TH ST,2012-06-21 10:15:25.000,2012-06-21 10:15:25.000,0 days 00:00:00.000000000,0.0
"9600 South IH-35 Service Road Sb, Austin, TX 78748, United States",78748,122001131,2012-07-18 15:01:19,07/18/2012,TRAFFIC STOP,TRAFFIC STOP,9500-9500 Block S IH 35 SB,2012-07-18 15:01:19.000,2012-07-18 15:01:19.000,0 days 00:00:00.000000000,0.0
"400 E 5th St, Austin, TX 78701, USA",78701,131621564,2013-06-11 19:59:00,06/11/2013,Hang-ups,Hang-ups,400 Block E 5th St,2013-06-11 19:58:09.000,2013-06-11 20:35:52.000,0 days 00:37:43.000000000,37.7166666667
"2500 Spirit of Texas Dr, Austin, TX 78719, USA",78719,140600199,2014-03-01 01:36:39,03/01/2014,zCHECKING AREA,zCHECKING AREA,2500-2500 Block SPIRIT OF TEXAS DR,2014-03-01 01:36:39.000,2014-03-01 01:36:39.000,0 days 00:00:00.000000000,0.0
"5900 Airport Blvd, Austin, TX 78752, USA",78752,150020421,2015-01-02 08:58:45,01/02/2015,Special Assignment,Special Assignment,5900 Block AIRPORT BLVD,2015-01-02 08:58:45.000,2015-01-02 08:58:45.000,0 days 00:00:00.000000000,0.0
"2000 E 8th St, Austin, TX 78702, USA",78702,142770963,2014-10-04 13:02:50,10/04/2014,Theft,Disturbance Other,2000 Block E 8th St,2014-10-04 13:01:42.000,2014-10-04 13:16:03.000,0 days 00:14:21.000000000,14.35
"9500 Stonelake Blvd, Austin, TX 78759, USA",78759,160651309,2016-03-05 15:58:25,03/05/2016,Crash Service,ZBLUE FORM COLLISION,9500 Block Stonelake Blvd,2016-03-05 15:56:36.000,2016-03-05 16:04:49.000,0 days 00:08:13.000000000,8.21666666667
"2300 W Howard Ln, Austin, TX 78728, USA",78728,160431039,2016-02-12 14:48:04,02/12/2016,Service,Service,2300 Block W Howard Ln,2016-02-12 14:46:34.000,2016-02-12 16:52:29.000,0 days 02:05:55.000000000,125.916666667
"800 W Slaughter Ln, Austin, TX 78748, USA",78748,152371766,2015-08-25 19:50:00,08/25/2015,Disturbance HS,Disturbance Other,800 Block W Slaughter Ln,2015-08-25 19:48:39.000,2015-08-25 20:01:32.000,0 days 00:12:53.000000000,12.8833333333
"2510 Leon St, Austin, TX 78705, USA",78705,172930365,2017-10-20 06:33:37,10/20/2017,DOC / C.O. Violation,DOC / C.O. Violation,Leon St / W 26th St,2017-10-20 06:32:55.000,2017-10-20 06:45:04.537,0 days 00:12:09.537000000,12.15
"5200 E Riverside Dr, Austin, TX 78741, USA",78741,172991816,2017-10-26 22:53:55,10/26/2017,On Site Incident,On Site Incident,5200 Block E Riverside Dr,2017-10-26 22:53:55.000,2017-10-26 22:53:55.000,0 days 00:00:00.000000000,0.0
"2600 Deerfoot Trail, Austin, TX 78704, USA",78704,120281551,2012-01-28 19:34:58,01/28/2012,Alarm Burglar,Alarm Burglar,2600 Block Deerfoot Trl,2012-01-28 19:34:46.000,2012-01-28 19:48:12.000,0 days 00:13:26.000000000,13.4333333333
"5700 Airport Blvd, Austin, TX 78751, USA",78751,133531294,2013-12-19 15:33:18,12/19/2013,Check Welfare Urgent,Check Welfare Urgent,5700 Block - 5749 Airport Blvd,2013-12-19 15:32:30.000,2013-12-19 15:40:40.000,0 days 00:08:10.000000000,8.16666666667
"4400 Jinx Ave, Austin, TX 78745, USA",78745,160721806,2016-03-12 21:19:19,03/12/2016,Alarm Burglar,Alarm Glass Break,4400 Block Jinx Ave,2016-03-12 21:19:11.000,2016-03-12 21:24:46.000,0 days 00:05:35.000000000,5.58333333333
"2300 North Loop Boulevard, Austin, TX 78756, USA",78756,162691696,2016-09-25 22:36:04,09/25/2016,Disturbance Other,Disturbance Other,2300 Block W North Loop Blvd,2016-09-25 22:35:38.000,2016-09-25 22:50:05.200,0 days 00:14:27.200000000,14.45
"2100 Whitestone Dr, Austin, TX 78745, USA",78745,172240169,2017-08-12 02:03:49,08/12/2017,Check Welfare Urgent,xEMERGENCY DETENTION,2100 Block Whitestone Dr,2017-08-12 02:02:38.000,2017-08-12 02:18:46.850,0 days 00:16:08.850000000,16.1333333333
"400 Sterzing St, Austin, TX 78704, USA",78704,122560983,2012-09-12 12:31:44,09/12/2012,On Site Incident,xDWLI DRIVING W/ LICENSE INVAL,400 Block STERZING ST,2012-09-12 12:31:44.000,2012-09-12 12:31:44.000,0 days 00:00:00.000000000,0.0
"8600 Wall St, Austin, TX 78754, USA",78754,132510689,2013-09-08 10:46:25,09/08/2013,Alarm Burglar,Alarm Burglar,8600 Block Wall St,2013-09-08 10:45:27.000,2013-09-08 10:54:57.000,0 days 00:09:30.000000000,9.5
"803 W 28th St, Austin, TX 78705, USA",78705,142951994,2014-10-22 23:37:55,10/22/2014,DOC / C.O. Violation,DOC / C.O. Violation,W 28th St / San Pedro St,2014-10-22 23:37:11.000,2014-10-22 23:42:31.000,0 days 00:05:20.000000000,5.33333333333
"6500 Tara Dr, Austin, TX 78747, USA",78747,171801000,2017-06-29 14:04:40,06/29/2017,Crash Urgent,Crash Urgent,6500-6500 Block Tara Dr,2017-06-29 14:04:11.000,2017-06-29 14:27:55.267,0 days 00:23:44.267000000,23.7333333333
"5000 Burnet Rd, Austin, TX 78756, USA",78756,141140671,2014-04-24 10:01:40,04/24/2014,Special Assignment,Special Assignment,5000 Block BURNET RD,2014-04-24 10:01:40.000,2014-04-24 10:01:40.000,0 days 00:00:00.000000000,0.0
"800 E Slaughter Ln, Austin, TX 78744, USA",78744,142671637,2014-09-24 21:37:27,09/24/2014,*Assist Non Emergency,Crash Service,800 Block E Slaughter Ln,2014-09-24 21:34:14.000,2014-09-24 22:09:32.000,0 days 00:35:18.000000000,35.3
"7800 Manchaca Rd, Austin, TX 78745, USA",7800 ,172980527,2017-10-25 09:24:33,10/25/2017,Traffic Stop,Traffic Stop,7800 Block - 8021 MANCHACA RD,2017-10-25 09:24:33.000,2017-10-25 09:24:34.020,0 days 00:00:01.020000000,0.0166666666667
"4300 Airport Blvd, Austin, TX 78722, USA",78722,161110631,2016-04-20 10:57:28,04/20/2016,zFOLLOW UP INVESTIGATION,zFOLLOW UP INVESTIGATION,4300 Block AIRPORT BLVD,2016-04-20 10:57:28.000,2016-04-20 10:57:28.000,0 days 00:00:00.000000000,0.0
"9400 N Lamar Blvd, Austin, TX 78753, USA",78753,170531057,2017-02-22 14:58:15,02/22/2017,Crash Service,XCrash Blue Form,9400 Block N Lamar Blvd,2017-02-22 14:57:22.000,2017-02-22 15:21:57.000,0 days 00:24:35.000000000,24.5833333333
"12611 N Hwy 183, Austin, TX 78759, United States",78759,132350531,2013-08-23 08:28:23,08/23/2013,zSTALLED VEHICLE,zSTALLED VEHICLE,9900 Block RESEARCH BLVD NB,2013-08-23 08:28:23.000,2013-08-23 08:28:23.000,0 days 00:00:00.000000000,0.0
"2500 Elmont Dr, Austin, TX 78741, USA",78741,161520641,2016-05-31 10:01:00,05/31/2016,Trespass Urgent,xCRIMINAL TRESPASS,2500 Block Elmont Dr,2016-05-31 09:59:08.000,2016-05-31 10:08:10.000,0 days 00:09:02.000000000,9.03333333333
"Chalmers Ave, Austin, TX 78702, USA",78702,122130459,2012-07-31 08:17:11,07/31/2012,Directed Patrol,Directed Patrol,E 2ND ST / CHALMERS AVE,2012-07-31 08:17:11.000,2012-07-31 08:17:11.000,0 days 00:00:00.000000000,0.0
"8100 Brodie Ln, Austin, TX 78745, USA",78745,131571288,2013-06-06 15:59:46,06/06/2013,Alarm Burglar,Alarm Robbery,8100 Block Brodie Ln,2013-06-06 15:59:35.000,2013-06-06 16:13:16.000,0 days 00:13:41.000000000,13.6833333333
"1500 Toomey Rd, Austin, TX 78704, USA",78704,140260619,2014-01-26 10:00:16,01/26/2014,zCHECKING AREA,zCHECKING AREA,1500 Block TOOMEY RD,2014-01-26 10:00:16.000,2014-01-26 10:00:16.000,0 days 00:00:00.000000000,0.0
"1000 E Rundberg Ln, Austin, TX 78753, USA",78753,171661559,2017-06-15 20:30:18,06/15/2017,Disturbance Urgent,Disturbance Urgent,1000 Block E Rundberg Ln,2017-06-15 20:27:27.000,2017-06-15 20:37:32.350,0 days 00:10:05.350000000,10.0833333333
"7400 Carver Ave, Austin, TX 78752, USA",78752,133441208,2013-12-10 16:44:50,12/10/2013,DOC / C.O. Violation,DOC / C.O. Violation,7400 Block Carver Ave,2013-12-10 16:44:02.000,2013-12-10 16:49:55.000,0 days 00:05:53.000000000,5.88333333333
"1500 Faro Dr, Austin, TX 78741, USA",78741,140101111,2014-01-10 15:04:00,01/10/2014,Hang-ups,Hang-ups,1500 Block Faro Dr,2014-01-10 15:03:53.000,2014-01-10 15:32:20.000,0 days 00:28:27.000000000,28.45
"400 Capitol Dr, Austin, TX 78753, USA",78753,141471454,2014-05-27 19:13:38,05/27/2014,DOC / C.O. Violation,DOC / C.O. Violation,400 Block Capitol Dr,2014-05-27 19:11:12.000,2014-05-27 20:57:08.000,0 days 01:45:56.000000000,105.933333333
"0 Trinity St, Austin, TX 78701, USA",78701,171501190,2017-05-30 15:45:23,05/30/2017,Special Assignment,Special Assignment,00 Block Trinity St,2017-05-30 15:45:23.000,2017-05-30 15:45:23.000,0 days 00:00:00.000000000,0.0
"8900 N Lamar Blvd, Austin, TX 78753, USA",78753,122432281,2012-08-30 23:35:48,08/30/2012,DOC / C.O. Violation,DOC / C.O. Violation,8900 Block N Lamar Blvd,2012-08-30 23:35:25.000,2012-08-30 23:54:59.000,0 days 00:19:34.000000000,19.5666666667
"100 E 11th St, Austin, TX 78701, USA",78701,133570415,2013-12-23 08:03:00,12/23/2013,Traffic Stop,Traffic Stop,100 Block E 11TH ST,2013-12-23 08:03:00.000,2013-12-23 08:03:00.000,0 days 00:00:00.000000000,0.0
"Heritage Oaks Neighborhood Park, 2100 Parker Ln, Austin, TX 78741, USA",78741,131790780,2013-06-28 10:37:29,06/28/2013,zCHECKING AREA,zCHECKING AREA,Heritage Oaks Park,2013-06-28 10:37:29.000,2013-06-28 10:37:29.000,0 days 00:00:00.000000000,0.0
"200 W 4th St, Austin, TX 78701, USA",78701,140060718,2014-01-06 12:46:45,01/06/2014,Alarm Robbery,Alarm Robbery,200 Block W 4th St,2014-01-06 12:46:17.000,2014-01-06 12:50:00.000,0 days 00:03:43.000000000,3.71666666667
"2112 E William Cannon Dr, Austin, TX 78744, USA",78744,140371741,2014-02-06 22:51:19,02/06/2014,Traffic Stop,Traffic Stop,E WILLIAM CANNON DR / S IH 35 SVRD SB,2014-02-06 22:51:19.000,2014-02-06 22:51:19.000,0 days 00:00:00.000000000,0.0
"1000 Baylor St, Austin, TX 78703, USA",78703,140501837,2014-02-19 22:28:31,02/19/2014,Subject Stop,Subject Stop,1000 Block BAYLOR ST,2014-02-19 22:28:31.000,2014-02-19 22:28:31.000,0 days 00:00:00.000000000,0.0
"200 W 27th St, Austin, TX 78705, USA",78705,140530045,2014-02-22 00:21:37,02/22/2014,DOC / C.O. Violation,DOC / C.O. Violation,200 Block W 27th St,2014-02-22 00:21:15.000,2014-02-22 00:26:44.000,0 days 00:05:29.000000000,5.48333333333
"600 North Loop Boulevard, Austin, TX 78751, USA",78751,142361642,2014-08-24 21:35:38,08/24/2014,Animal Urgent,xFAMILY DISTURBANCE,600 Block W North Loop Blvd,2014-08-24 21:35:00.000,2014-08-24 21:42:38.000,0 days 00:07:38.000000000,7.63333333333
"300 Barton Springs Rd, Austin, TX 78704, USA",78704,163010796,2016-10-27 12:38:02,10/27/2016,Crash Urgent,Crash Urgent,300 Block Barton Springs Rd,2016-10-27 12:37:23.000,2016-10-27 12:46:23.000,0 days 00:09:00.000000000,9.0
"300 Craigmont Dr, Austin, TX 78745, USA",78745,121030732,2012-04-12 12:07:22,04/12/2012,Mischief / Vandalism,Mischief / Vandalism,300 Block Craigmont Dr,2012-04-12 12:06:24.000,2012-04-12 12:21:44.000,0 days 00:15:20.000000000,15.3333333333
"3300 Manor Rd, Austin, TX 78723, USA",78723,122351017,2012-08-22 13:52:06,08/22/2012,Disturbance Urgent,xASSAULT WITH INJURY,3300 Block Manor Rd,2012-08-22 13:50:48.000,2012-08-22 13:54:36.000,0 days 00:03:48.000000000,3.8
"2300 S Pleasant Valley Rd, Austin, TX 78741, USA",78741,123410127,2012-12-06 01:48:11,12/06/2012,Alarm Burglar,Alarm Burglar,2300 Block S Pleasant Valley Rd,2012-12-06 01:46:41.000,2012-12-06 01:53:10.000,0 days 00:06:29.000000000,6.48333333333
"700 Guadalupe St, Austin, TX 78701, USA",78701,130070240,2013-01-07 04:05:55,01/07/2013,Special Assignment,Special Assignment,700 Block GUADALUPE ST,2013-01-07 04:05:55.000,2013-01-07 04:05:55.000,0 days 00:00:00.000000000,0.0
"1100 Congress Ave, Austin, TX 78701, USA",78701,131910827,2013-07-10 12:11:53,07/10/2013,Directed Patrol,Directed Patrol,CAPITOL,2013-07-10 12:11:53.000,2013-07-10 12:11:53.000,0 days 00:00:00.000000000,0.0
"3900 Guadalupe St, Austin, TX 78705, USA",78705,163170751,2016-11-12 11:44:04,11/12/2016,Disturbance Other,xPUBLIC INTOXICATION,3900 Block Guadalupe St,2016-11-12 11:43:29.000,2016-11-12 11:49:43.683,0 days 00:06:14.683000000,6.23333333333
"4200 Duval Rd, Austin, TX 78759, USA",78759,171721562,2017-06-21 19:03:33,06/21/2017,Traffic Impediment,Traffic Hazard,4200 Block Duval Rd,2017-06-21 19:00:08.000,2017-06-21 19:11:57.657,0 days 00:11:49.657000000,11.8166666667
"1400 Wells Branch Pkwy, Pflugerville, TX 78660, USA",78660,151711395,2015-06-20 18:03:08,06/20/2015,Animal Urgent,Animal Urgent,1400 Block W Wells Branch Pkwy,2015-06-20 18:02:22.000,2015-06-20 18:23:20.000,0 days 00:20:58.000000000,20.9666666667
"1800 Brandt Rd, Austin, TX 78744, USA",78744,132181070,2013-08-06 14:27:08,08/06/2013,Crash Urgent,Crash Urgent,1800 Block - 1848 Brandt Rd,2013-08-06 14:26:30.000,2013-08-06 14:30:33.000,0 days 00:04:03.000000000,4.05
"4700 Brassiewood Dr, Austin, TX 78744, USA",78744,141491102,2014-05-29 14:13:32,05/29/2014,zFOLLOW UP INVESTIGATION,zFOLLOW UP INVESTIGATION,4700 Block BRASSIEWOOD DR,2014-05-29 14:13:32.000,2014-05-29 14:13:32.000,0 days 00:00:00.000000000,0.0
"1500 Rockdale Cir, Austin, TX 78704, USA",78704,141211331,2014-05-01 17:02:52,05/01/2014,Check Welfare Urgent,xASSIST EMS,1500 Block Rockdale Cir,2014-05-01 17:02:02.000,2014-05-01 17:07:13.000,0 days 00:05:11.000000000,5.18333333333
"900 W Anderson Ln, Austin, TX 78757, USA",78757,143301055,2014-11-26 15:17:04,11/26/2014,Hang-ups,Hang-ups,900 Block W Anderson Ln,2014-11-26 15:16:30.000,2014-11-26 15:56:31.000,0 days 00:40:01.000000000,40.0166666667
"4500 Manchaca Rd, Austin, TX 78745, USA",78745,151480731,2015-05-28 11:16:06,05/28/2015,Suspicious Person,Trespass Urgent,4500 Block Manchaca Rd,2015-05-28 11:14:22.000,2015-05-28 11:49:48.000,0 days 00:35:26.000000000,35.4333333333
"1400 Lorraine Loop, Austin, TX 78758, USA",78758,160830810,2016-03-23 11:45:58,03/23/2016,Suspicious Vehicle,Suspicious Vehicle,1400 Block Lorraine Loop,2016-03-23 11:45:15.000,2016-03-23 12:15:32.000,0 days 00:30:17.000000000,30.2833333333
"9529 Hotel Dr, Austin, TX 78719, USA",78719,122572041,2012-09-13 23:06:22,09/13/2012,zCHECKING AREA,zCHECKING AREA,9529-9500 Block HOTEL DR,2012-09-13 23:06:22.000,2012-09-13 23:06:22.000,0 days 00:00:00.000000000,0.0
"5000 Teri Rd, Austin, TX 78744, USA",78744,121771377,2012-06-25 17:15:00,06/25/2012,Disturbance Urgent,Disturbance Urgent,5000 Block Teri Rd,2012-06-25 17:14:34.000,2012-06-25 17:17:38.000,0 days 00:03:04.000000000,3.06666666667
"4400 E Oltorf St, Austin, TX 78741, USA",78741,121660200,2012-06-14 03:13:32,06/14/2012,Disturbance Other,Disturbance Other,4400 Block E Oltorf St,2012-06-14 03:13:13.000,2012-06-14 03:19:36.000,0 days 00:06:23.000000000,6.38333333333
"6100 Manor Rd, Austin, TX 78723, USA",78723,132071287,2013-07-26 14:50:56,07/26/2013,Trespass Urgent,xASSIST COMPLAINANT,6100 Block Manor Rd,2013-07-26 14:50:24.000,2013-07-26 15:02:05.000,0 days 00:11:41.000000000,11.6833333333
"600 E 6th St, Austin, TX 78701, USA",78701,140940419,2014-04-04 07:09:30,04/04/2014,Warrant Service,Warrant Service,600 Block W 6TH,2014-04-04 07:09:30.000,2014-04-04 07:09:30.000,0 days 00:00:00.000000000,0.0
"8300 Bradford Edward Cove, Austin, TX 78759, USA",78759,160992056,2016-04-08 23:40:53,04/08/2016,*Assist Non Emergency,Check Welfare Urgent,8300 Block BRADFORD EDWARD CV,2016-04-08 23:40:53.000,2016-04-09 00:04:02.000,0 days 00:23:09.000000000,23.15
